feature,family,ic_mean,ic_t,ic_pos_years,ic_min_year,raw_ic_mean,auc,acc,precision,recall,f1,pred_up_ratio,top10_excess_bp,top10_t,trees_median,const_within_day,ic_2019,ic_2020,ic_2021,ic_2022,ic_2023,ic_2024,ic_2025
cumret_ex1_120,stats,0.018674544043452434,2.801445420689809,5,-0.006279580402098849,0.029919107900287765,0.5102005461777744,0.5089710372343661,0.5072773494245167,0.44410340442183527,0.47359292681654586,0.43542677808999014,15.28825,1.6120891839699143,16,False,-0.0046618692704260755,0.03599113516233752,0.023219422681211174,-0.006279580402098849,0.01958414473944487,0.04880062223345215,0.014161793633642516
mdd_60,volatility,0.01993128150931327,2.789599530531387,5,-0.01558244508263267,-0.012810297352968587,0.5077323844096833,0.5081073848362101,0.5075747374091032,0.36873899432596363,0.4271588848594742,0.36132296950455545,3.3609831,0.3735561006997248,5,False,0.060421288722389846,-0.01558244508263267,0.00897320667440139,0.013269472211911923,-0.010996581782408378,0.021542372333657394,0.06227121496365139
vwap_ratio_20,volume,0.017629146213749215,2.781044291087819,6,-0.0015780231127022197,-0.003813478470016464,0.508357121227498,0.5079553333576615,0.5062943300674753,0.430334083349638,0.4652340315831918,0.4227456847790388,9.773118,1.427530348531235,19,False,0.014334113814730614,0.030672217763344826,0.03321358288257069,0.018626897824563858,-0.0015780231127022197,0.015521215719427921,0.01211971613265907
stoch_k_14_3,momentum,0.011405435013611642,2.777435107151746,7,0.0004928681527209484,0.0058436382113578374,0.5040479180819196,0.5033633787054945,0.5016388964763726,0.22457689297593425,0.31025628030341423,0.22266418518653674,-16.448559,-2.480613543147785,3,False,0.015206720064954745,0.02714162912384129,0.007746690299591031,0.010588833206587928,0.0004928681527209484,0.004941346104232866,0.013433925722196066
roc_120,momentum,0.016546716132398318,2.7568492986337763,6,-0.006367575035589478,0.02748202638399876,0.5097557098066305,0.5069761218358088,0.5051814223512336,0.42563832909411076,0.46201120284584135,0.41905387487987933,6.8487744,0.7233158832155564,23,False,0.007334445986028135,0.03845787214959913,0.011640460030278328,-0.006367575035589478,0.011038313444053595,0.04255551838351657,0.011189021252005505
ev_streak,event,0.012969809861941774,2.754865381147283,6,-0.012426745725608184,-0.011580052216536208,0.5073280837949019,0.5048778114318384,0.5033174503281489,0.34230091958520836,0.40747938365686254,0.3382537191791653,-0.0011183309,-0.00024110217075549444,13,False,0.019250438981600112,0.03742578856412159,0.012875620019699453,-0.012426745725608184,0.011538977735340038,0.014300620071973878,0.007949178513844697
roc_10,momentum,0.015420790160593235,2.7177132822018306,5,-0.004065271792244075,0.0016824133744684309,0.5054084627914305,0.5069274653626732,0.505,0.4359836626883193,0.4679608337270962,0.4293933754211826,16.320906,2.450859470080608,21,False,-0.004065271792244075,0.024712672497307984,0.019540358832107415,0.04115535647602021,-0.0008688978472541262,0.016689063120476983,0.00994221427195416
donchian_pos_10,volatility,0.011916023576022653,2.6725665363319253,7,0.003838277152344791,-0.007048670162357439,0.5046814420909747,0.5038073690228564,0.5014522852799976,0.4074545098806496,0.44959284321596515,0.4041345838046929,-1.0441943,-0.2261959255879743,14,False,0.023556764508056497,0.01479792745788901,0.015098287803111381,0.003838277152344791,0.006143324499536357,0.01077820436803457,0.009260559629651255
up_ratio_120,momentum,0.018263905290999062,2.65514607105865,6,-0.0394828693153919,0.040689397530201336,0.5094239254561181,0.5069274653626732,0.5058608666777353,0.3725787517119937,0.42910862921285015,0.36632242211923266,15.74546,1.7739677364361925,28,False,0.021929801260067334,-0.0394828693153919,0.0191970892077473,0.014046390894038625,0.031032428862050196,0.04895768481948098,0.03312197107830873
adx_28,trend,0.01406117225893915,2.6284411418444713,6,-0.011531777148669152,0.024007209881715286,0.5066321530456385,0.5044034108187668,0.5020882669537137,0.42779054979456077,0.4619711986054896,0.42376747071488524,29.501625,3.6745077031409448,32,False,-0.011531777148669152,0.009578208185830482,0.004313468912515307,0.0193515662318004,0.03017774490958294,0.011681710333131635,0.034959729794244505
roc_5,momentum,0.014135173297314955,2.551140968852325,7,0.0034845966950269756,-0.01361837208433211,0.5039122106891157,0.5039411743239791,0.5017283236064889,0.38161563294854234,0.43350581698211493,0.37829799656971863,6.515751,1.136817742020632,10,False,0.01602432534256925,0.010067410774100522,0.023813448681585723,0.005389336245245951,0.01331392810546784,0.02700578614986694,0.0034845966950269756
cci_14,momentum,0.010768858319306534,2.524059478968198,6,-0.0011441743399090954,-0.003718603273853704,0.5057712800507469,0.5048413190769867,0.5025477617597103,0.43779348464097045,0.46794105153089566,0.4332798112128842,-7.909534,-1.5641510706325374,52,False,0.006904075868716239,0.02113736129589885,0.012797623869600431,0.0044237893119130735,-0.0011441743399090954,0.019997522231382542,0.011070116283168747
stoch_k_60_3,momentum,0.011061609053632154,2.4882643993407885,6,-0.0045839967132747204,0.015909135419281625,0.504494485700643,0.5061428797333625,0.5043020533544087,0.41355654470749365,0.45444345156110383,0.40786896811784595,13.014822,2.1362462271351372,16,False,0.024226093008782586,0.0048508793058547614,-0.0045839967132747204,0.0148952337314301,0.010429474170845653,0.007574627553992587,0.020163792712859566
sma_ratio_120,trend,0.015784164289277987,2.4596256560996372,6,-0.026768746330898378,0.01726105477278212,0.5111881871872092,0.5047622523081414,0.5026717557251908,0.40262424183134415,0.4471196936364377,0.3983748737972728,45.732746,3.5764623326777016,14,False,-0.026768746330898378,0.001897977583439468,0.02301166108620921,0.01042573290591141,0.02349788282144485,0.018268550233039665,0.06030672409699955
cumret_ex1_60,stats,0.015158531377728369,2.4126012012543208,7,0.0014926581271035113,0.01972730555385689,0.5081596478780449,0.5059543358999623,0.503807956257323,0.441682156133829,0.4707039904084239,0.43603498400418444,54.127697,4.26551454353862,10,False,0.009038705421336002,0.0015763285822713894,0.002468529524671808,0.0014926581271035113,0.03534719931273591,0.01894007650082806,0.03791790102263356
sma_cross_20_120,trend,0.015448023875985012,2.3845588643943545,5,-0.007487778106198015,0.021002557542748032,0.5074689858922488,0.5057475458891362,0.5040393839939409,0.39062805713167675,0.44014550264550256,0.3854565801797857,34.53854,2.8354446365335635,16,False,-0.005940485360299436,0.02424493144882434,0.021348764330223844,0.00394312323424678,0.033479903160100605,-0.007487778106198015,0.03873958969776662
ev_spike2_cnt20,event,0.014006114593472929,2.349883167273558,4,-0.03657436056202685,-0.0177558400472305,0.5044832856385771,0.506726757410989,0.5060719247911366,0.3429612600273919,0.4088487189766391,0.3370616355873445,-12.905987,-1.972940760822431,18,False,0.035561866755057715,0.054817454119521616,0.03702914416499175,-0.03657436056202685,0.03492989098127739,-0.010967538264918864,-0.01617021729662808
ev_spike_up,event,0.009784117190197292,2.3472363943772567,6,-0.005743136616688713,-0.011810451988161141,0.5019040067779723,0.5024449877750611,0.21818181818181817,0.00014674232048522793,0.0002932873849763537,0.0003345132528068703,-26.000805,-3.074612358998118,48,False,0.011537320923627154,-0.005743136616688713,0.011679762140705518,0.006270883840065934,0.004341489210317075,0.024179962611333018,0.01643175699475529
wma_ratio_60,trend,0.016422835715452142,2.331118934223831,5,-0.011209393647581537,0.0015184531538474082,0.5056101844300829,0.5059543358999623,0.5038775104394512,0.4338192134611622,0.46623122314071314,0.42821345594764565,6.0251837,0.6741283373493723,49,False,-0.011209393647581537,7.303544653984997e-05,0.033299313491669785,0.02037682751598367,-0.004646622408676068,0.045505476635458904,0.0312534293057331
ret_lag_2,momentum,0.008277323706106947,2.325867001132823,6,-0.0049843510148831855,-0.007632385265132658,0.5025500098267388,0.5022564439416609,0.4995495233666589,0.4203800626100567,0.4565581172970676,0.4185429819119561,13.9125,2.6924017907087543,16,False,0.00457983943292391,-0.0049843510148831855,0.009319152539315983,0.011547836670973182,0.01553959352342347,0.007555357110014594,0.014564624741514003
bb_pctb_60,volatility,0.011174814698207643,2.254764648147337,3,-0.009336711100210416,0.006962371198293694,0.5034114199522898,0.5052123246846453,0.5039228748010807,0.3330194678145177,0.4010219558526852,0.3286866401488888,-1.2983525,-0.23119223746183235,1,False,-0.0037730019146309905,-0.009120053651515926,-0.007315960923560232,0.03123946673185993,-0.009336711100210416,0.04377142674778888,0.03227111816230405
linreg_slope_60,trend,0.016893563336464763,2.2280800254649136,6,-0.007795175459127491,0.020109151205746204,0.5061577758199614,0.5092873043097471,0.5095469142697571,0.3570118372138525,0.41985446387482744,0.34847766059677165,25.688618,2.1529551912171043,2,False,-0.007795175459127491,0.003042801865290041,0.019024270092011606,5.922911505829923e-05,0.05741397018861772,0.013456501336854446,0.033894798267393625
ev_new_high_20,event,0.010594063965316267,2.225172801558728,6,-0.002987595501376606,-0.01033287689400492,0.5022163208819341,0.5026396136676033,0.5010438413361169,0.002934846409704559,0.005835511519056593,0.002913306328990743,-22.376059,-2.641251036430178,15,False,0.017931033054271052,0.015626295499830634,0.015576220554366834,0.013682882207239939,0.007836812404049058,0.006182694110935102,-0.002987595501376606
turnover_z_20,volume,0.008453313593517102,2.2050255079001744,6,-0.0041427073004471245,-0.003659115675440537,0.5035885921303388,0.5053278838083421,0.5035274632522734,0.38664155742516143,0.4374105098603435,0.38191073970003286,1.5354248,0.3367506562432571,2,False,0.0020336802256397447,0.016925468688991228,0.016079146826666158,0.006738943651177863,-0.0041427073004471245,0.0022787424952790567,0.018969042406982283
wma_ratio_120,trend,0.014804789912235463,2.184980401334173,6,-0.05187982446178324,0.010570148056250499,0.5043417333615838,0.5104915520198519,0.5112673108452227,0.35845480336529056,0.4214362734526634,0.34870877884416546,16.810785,1.734691282644082,3,False,0.024136154022494805,-0.05187982446178324,0.028283788421481732,0.01000978427228471,0.020629473502174922,0.010552955320585802,0.06286219120945372
ema_ratio_60,trend,0.013157622420943132,2.127397470842401,6,-0.027282967984168446,0.007988850623365776,0.5068493315438243,0.507055188604654,0.5048393753411526,0.4637057327333203,0.48339909107713097,0.4568417083287718,8.713199,0.9783891562575319,58,False,0.017175526700950437,-0.027282967984168446,0.025650854661701795,0.00905854326469553,0.01065751045624526,0.017754578384687265,0.03959237933019868
wma_ratio_20,trend,0.013481508823068273,2.1273805999404125,6,-0.0016631674869189068,-0.008121876894033165,0.5052478667170766,0.5047744164264253,0.5026440718706808,0.4091420465662297,0.45109882701901044,0.4048461847243003,8.242489,1.1461025308168002,22,False,0.01416278959837184,0.01911457128521258,0.017311349568548805,0.01269086194366501,0.014839507098966233,0.017861711055238535,-0.0016631674869189068
ev_spike_long_red,event,0.009147139330973048,2.1272252389559556,6,-0.0014223740408795447,-0.00979957623118095,0.5009458551295529,0.5025909571944678,0.3157894736842105,7.337116024261396e-05,0.0001467082339996332,0.00011555912369691883,-27.018349,-3.1664546263412006,24,False,0.015780959225681193,0.005422183066001142,0.008521060494034336,0.01566584183253854,-0.0014223740408795447,0.008338827239966267,0.012893398967809583
upper_shadow,candle,0.0067849672243504395,2.126580955464006,6,-0.005944779933412661,0.009211224640805045,0.5029538529926406,0.5022503618825189,0.4994374095836831,0.3419585208374095,0.40596078886816145,0.34054057341653593,4.773051,0.9791964446536574,21,False,0.018921834851189735,0.016668666450454225,-0.005944779933412661,0.00853710666914341,0.0018237879689514337,0.002894279168586195,0.004483641600337936
linreg_slope_10,trend,0.011484979037496158,2.1180627084213643,5,-0.010265341271381815,0.004115397088973632,0.5038229301034661,0.5037952049045725,0.5014037305425308,0.4171395030326746,0.45540655100828387,0.4137807296038147,6.256064,1.1485391519704768,30,False,-0.0005628646397400839,0.026493957958834,0.01769603574947534,0.03692485541948692,0.0005082190506770874,0.008781909909825587,-0.010265341271381815
skew_20,stats,0.009488281361949874,2.0630303616289987,5,-0.022569156531145763,-0.008191319705442094,0.5029053259010297,0.5035093481249011,0.5011004799315257,0.4009122480923498,0.4454423173598185,0.397924801420769,-10.976558,-2.1049284666836865,2,False,0.04188887837457758,0.005323476368481232,0.010707194527164156,-0.018317536048120347,-0.022569156531145763,0.03466231647148579,0.01496547015132552
ret_lag_5,momentum,0.007209352215769297,2.0378157329170743,6,-0.00020842451922768195,0.005683445674112551,0.5015477762498316,0.5027369266138744,0.5001815192090033,0.28641655253375076,0.3642527779289752,0.2848045834397694,7.230388,1.1583980411496537,11,False,0.011038728456518552,0.005534953332898994,0.012343448271357417,0.008393522074685474,-0.00020842451922768195,0.0009077673931289272,0.012359307142317264
sma_ratio_20,trend,0.013930677586343775,2.02540830745096,6,-0.004561263028604829,-0.0055393044761564625,0.5060493508914186,0.5078641024705324,0.506397667083259,0.41621013500293486,0.45689585738448735,0.4087873590482794,11.267594,1.6736933381248829,32,False,-0.004561263028604829,0.018800307805041973,0.01583684032757595,0.029109371292366626,0.00916221755983982,0.018391819722359794,0.010381159102439546
gap,candle,0.007943806364963082,1.9732135949284055,6,-0.012298321742943182,-0.0076935632254437,0.5035048796512206,0.5034485275334817,0.5010680354524006,0.3843792799843475,0.43503473856118696,0.3815397340923743,8.936268,1.6254148732374865,12,False,-0.012298321742943182,0.0017575682540835811,0.009583218317459117,0.00945703766097741,0.01827282725932319,0.012513762784009778,0.016349110183396433
sma_cross_10_60,trend,0.013204056236574661,1.9668019184406378,5,-0.021481595913216214,0.012493258662433377,0.5009203948403618,0.5032599837000815,0.5008157123623981,0.3866537859518685,0.4363919923263244,0.38399080392657736,33.883457,2.8522871514292794,11,False,-0.021481595913216214,-0.012313856117060068,0.01356452596202211,0.006491804885289369,0.02736278996893044,0.027311470349933767,0.051951241387015255
willr_28,momentum,0.008706048975051879,1.9626652744599078,4,-0.005898718011651668,0.0005821647412796885,0.5013889160841084,0.501173837414395,0.4971117743333012,0.2525679906084915,0.33495507768155425,0.2526973932294518,-1.4104741,-0.25618351295527175,3,False,0.01731426328973649,-0.002410225571567699,0.007568773040562932,-3.961049850056219e-05,-0.005898718011651668,0.028552087168915944,0.015997354609616203
ret_lag_6,momentum,0.00646283259781943,1.9557729639982058,5,-0.009175225464585136,0.006066931903227946,0.5022212078091295,0.5016847303823182,0.4985910913623063,0.3375440226961456,0.40255800726275726,0.3367149582162537,7.9977765,1.5829959182411983,6,False,0.03019902262401794,-0.003955512133342107,-0.009175225464585136,0.0015780050025366048,0.006251460955232542,0.0032245712047170774,0.01748748317688413
wma_ratio_10,trend,0.011774201992553595,1.939862526773124,6,-0.002749263415836586,-0.01843536460015617,0.5035544903262525,0.5022138695276673,0.49943049571633735,0.36997407552338096,0.42506410031259884,0.36844506075977085,-1.4152657,-0.21564659271903258,10,False,0.016496071614229613,0.012213945025663175,0.01269923032130239,0.005135046155043911,0.015008491041299732,0.023775963878445144,-0.002749263415836586
ret_lag_4,momentum,0.006688050580930172,1.9380871048641912,5,-0.01013229989543199,0.0011931355752559957,0.5023537934814045,0.5025058083664805,0.4998376548077369,0.39532381138720407,0.44147951902658195,0.3933693391234536,10.902795,2.0550295413865074,12,False,-0.0020222904453162257,0.008145483712088024,0.006336557374355371,0.015249134004416322,-0.01013229989543199,0.018166295337253835,0.010670843680236049
ev_spike2,event,0.007928111979351095,1.926351960045316,4,-0.015850646226982863,-0.009265060350091326,0.5012124595623773,0.5025118904256225,0.4618320610687023,0.0014796517315593817,0.0029498525073746312,0.0015934994951890913,-26.790365,-3.145703349242996,48,False,0.013699715116728156,-0.015850646226982863,0.014073360071609305,-0.00033354782796700145,-0.0031207003702813747,0.02724206521922558,0.019826553017712186
lower_shadow,candle,0.005634478778539875,1.9019930899290953,5,-0.002675844870861397,-0.00753018759652623,0.501566148559883,0.5033816248829204,0.5010494343293006,0.35906622970064567,0.4183389253378354,0.35642691189529124,0.47357723,0.13432708707411092,5,False,0.006869588679793192,0.007257797500624389,0.0038312803965286713,0.018601014401517454,-0.002675844870861397,-0.0019272048023041952,0.007159807907608682
cci_20,momentum,0.007810793210808769,1.8718636321037077,5,-0.0008701716574621319,-0.0005773845851448472,0.5042937240165781,0.5041844566896568,0.5020452686119443,0.38271620035218157,0.43433369184331955,0.37914948484959066,-5.8903093,-1.1424774203699086,1,False,-0.0008172303518525876,-0.0008701716574621319,0.00397093813381994,0.002238692038759536,0.0016419798235434526,0.03279489240134561,0.01581990948686931
ev_spike_ret,event,0.006667182334709209,1.8523972976665946,7,9.366444509235364e-05,-0.00892196004225371,0.5009730792936818,0.5024632339524869,0.49663623258049017,0.025276364703580512,0.04810444739230608,0.025313530148767166,-27.661404,-3.8498284032652066,22,False,0.010667736348263231,0.00499179331284713,9.366444509235364e-05,0.002431960329285948,0.008435043041173611,0.013982729085716905,0.006219252151875205
ev_vol_x_avg20,event,0.006711483389660724,1.8291688353566193,6,-0.005796081081805997,-0.0005294830056585551,0.5041476096062727,0.5064956391635952,0.5060346302244693,0.3255722950498924,0.39622290514848685,0.31999537763505215,-0.5429601,-0.11719843616089776,12,False,0.017977843975365882,0.0051179488225755925,0.007711183640976879,-0.005796081081805997,0.001449074799253059,0.0030828370684083746,0.017641255412563207
adx_14,trend,0.008582358179086397,1.8054724057177027,6,-0.01093471934786666,0.024064650698953912,0.5034019055630807,0.5053157196900583,0.5060802426582104,0.22443015065544902,0.31095975127286285,0.2205658747825664,12.982692,1.5564884094787073,9,False,0.012637986551002397,-0.01093471934786666,0.01833010069056251,0.00016877104861103562,0.002604887374142084,0.018242428544623487,0.019310445179919866
cumret_ex1_20,stats,0.009624484653056072,1.8028995620704822,4,-0.033219072826037206,0.003686423620288759,0.503300481681374,0.5042696055176441,0.5020337804121997,0.40599931520250443,0.4489381984869075,0.4022248172341228,14.844818,1.8275275988834083,14,False,-0.0011462254614556192,-0.033219072826037206,0.0017847253351488117,0.025890470109320454,-0.0009146635182529748,0.029537276020305668,0.04555838016567615
stochrsi_14,momentum,0.008320625316764292,1.7933094987173126,6,-0.018098996649972936,-0.009651396770070852,0.5053252250736678,0.5038803537325597,0.5016756306092757,0.37526902758755626,0.42936193134518397,0.37204563977180116,-0.98335934,-0.22134376847927353,9,False,0.017776277339682428,0.01995830483543752,0.00950405006931717,-0.018098996649972936,0.008598190473038692,0.017442547031284148,0.0033940469782742485
ev_days_since_spike3,event,0.009557882531377388,1.768052113114989,6,-0.020652540195331182,0.01653151408856656,0.5068783798066316,0.5031626707538104,0.5012843603295049,0.20761592643318333,0.29362272471788664,0.20599326107847074,0.24483566,0.036707204276414336,5,False,0.018707038426983187,0.00016107380164416364,0.010973406305619157,-0.020652540195331182,0.02666395184651472,0.020620963582417343,0.011291135014450565
obv_slope_10,volume,0.006827955205271649,1.7514857993603108,6,-0.00454152223866858,0.007504797163086917,0.5027948485562859,0.5038195331411403,0.501700116828541,0.35183917041674817,0.41361365678346806,0.3488000097312946,0.3754838,0.07196609520222925,3,False,0.004604196514566541,0.006177914358536456,0.010022160581680224,-0.00454152223866858,0.02176863199666498,0.00023578603555288874,0.009887329513457596
ret_lag_7,momentum,0.006288543847033798,1.7484703513237063,5,-0.015438627374515223,0.004548216071328968,0.5027698477135678,0.5040993078616697,0.5020540356260121,0.3601667971042849,0.4194359197100562,0.35680399956209174,6.957745,1.5009371879500115,2,False,0.017583146990220528,-0.015438627374515223,0.0027906244488677093,-0.01057064366209456,0.01335280202926052,0.021342519099828657,0.01565669432654992
roc_20,momentum,0.011687819142438454,1.741595671338161,5,-0.004731349721408246,-0.0015975652132980314,0.5056702584251551,0.5057475458891362,0.5040299729236194,0.39153296810800237,0.4407157604955265,0.38635672493279327,7.4807863,0.9149764359101611,14,False,0.008439053614053494,-0.00019145942996386055,0.0351342097385215,0.02696328681576435,0.0005359871972509184,-0.004731349721408246,0.015311226084767853
linreg_slope_5,trend,0.010715227857390134,1.7016301888125183,6,-0.00032938544510731566,-0.017003710487598713,0.5042361264453941,0.5036978919583014,0.5013780612646666,0.38929514772060264,0.4382843100136986,0.3861803452176769,1.2240107,0.17745918616658296,14,False,0.0019516071341961338,0.014704364159294927,0.011374924635936161,0.005112148620357658,0.0259252793780253,0.01646043232523708,-0.00032938544510731566
vol_sma_ratio_20,volume,0.00623551123469751,1.6765131412276186,6,-0.0064248109308982036,-0.0005015829837858301,0.5043045438700409,0.5063435876850466,0.5059771106059419,0.315728331050675,0.3888286497394657,0.3103553138950723,1.1855664,0.2543878996745409,7,False,0.015588417518495342,0.00397491818775933,0.008485402389657247,-0.0064248109308982036,0.0018427045190408384,0.001431969244346759,0.01896215813921292
roc_60,momentum,0.009410854868002768,1.650357720254528,6,-0.014979130278473264,0.01652320188409622,0.5064888471036288,0.5041479643348052,0.5018366895330826,0.4159777929954999,0.45489131524929627,0.4122723789366128,36.896793,3.2138322833727995,12,False,0.0016207895925893208,-0.014979130278473264,0.0014577480105663566,0.005132971919448623,0.01330865581120183,0.017089153862650874,0.042667852726817716
bb_bw_20,volatility,0.012452472588313135,1.6479403952892229,5,-0.034163526184086926,0.02386044461436866,0.5050862279729731,0.5039898307971147,0.5016083199907684,0.42524701623948347,0.4602820592575925,0.42165091413348904,24.570232,2.310542854149064,40,False,-0.034163526184086926,0.006561783072671559,0.029887605182995457,0.04331505351863027,-0.012943919707183235,0.01806804888395314,0.035425657717212025
linreg_slope_120,trend,0.01096754509567194,1.6302435776401685,6,-0.005342087101724544,0.026358602896172176,0.5083484601065938,0.5059725820773882,0.5040255759726642,0.42028223439639995,0.45836028406628215,0.4147295308299578,11.111471,1.1607109464709935,19,False,0.0007276047870300056,0.03311531022410309,0.006759764721548513,-0.005342087101724544,0.0025704945268000636,0.024688853269733194,0.014118874918920507
